id	wos_id	accession_no	issn	issn_int	eissn	isbn	eisbn	art_no	doi	title	pubtype	doctype	pubyear	pubmonth	pubday	language	source	page_range	page_count	has_abstract	wos_id	abstract
2863609	WOS:000365973900001	CX8SG	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	kml and kml3d: R Packages to Cluster Longitudinal Data	Journal	Article	2015	5	1	English	JOURNAL OF STATISTICAL SOFTWARE	1-34	34	1	WOS:000365973900001	Longitudinal studies are essential tools in medical research. In these studies, variables are not restricted to single measurements but can be seen as variable-trajectories, either single or joint. Thus, an important question concerns the identification of homogeneous patient trajectories. kml and kml3d are R packages providing an implementation of k-means designed to work specifically on trajectories (kml) or on joint trajectories (kml3d). They provide various tools to work on longitudinal data: imputation methods for trajectories (nine classic and one original), methods to de fine starting conditions in k-means (four classic and three original) and quality criteria to choose the best number of clusters (four classic and one original). In addition, they off er graphic facilities to "visualize" the trajectories, either in 2D (single trajectory) or 3D (joint-trajectories). The 3D graph representing the mean joint-trajectories of each cluster can be exported through LATEX in a 3D dynamic rotating PDF graph (Figures 1 and 9).
2888045	WOS:000352910400001	CF9TT	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	iqLearn: Interactive Q-Learning in R	Journal	Article	2015	2	1	English	JOURNAL OF STATISTICAL SOFTWARE	NULL	25	1	WOS:000352910400001	Chronic illness treatment strategies must adapt to the evolving health status of the patient receiving treatment. Data-driven dynamic treatment regimes can offer guidance for clinicians and intervention scientists on how to treat patients over time in order to bring about the most favorable clinical outcome on average. Methods for estimating optimal dynamic treatment regimes, such as Q-learning, typically require modeling nonsmooth, nonmonotone transformations of data. Thus, building well-fitting models can be challenging and in some cases may result in a poor estimate of the optimal treatment regime. Interactive Q-learning (IQ-learning) is an alternative to Q-learning that only requires modeling smooth, monotone transformations of the data. The R package iqLearn provides functions for implementing both the IQ-learning and Q-learning algorithms. We demonstrate how to estimate a two-stage optimal treatment policy with iqLearn using a generated data set bmiData which mimics a two-stage randomized body mass index reduction trial with binary treatments at each stage.
2889843	WOS:000353664600007	CG9UC	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Fixed-effect panel threshold model using Stata	Journal	Article	2015	1	1	English	STATA JOURNAL	121-134	14	1	WOS:000353664600007	Threshold models are widely used in macroeconomics and financial analysis for their simple and obvious economic implications. With these models, however, estimation and inference is complicated by the existence of nuisance parameters. To combat this issue, Hansen (1999, Journal of Econometrics 93: 345 368) proposed the fixed-effect panel threshold model. In this article, I introduce a new command (xthreg) for implementing this model. I also use Monte Carlo simulations to show that, although the size distortion of the threshold-effect test is small, the coverage rate of the confidence interval estimator is unsatisfactory. I include an example on financial constraints (originally from Hansen [1999, Journal of Econometrics 93: 345-368]) to further demonstrate the use of xthreg.
2894052	WOS:000353664600003	CG9UC	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	More power through symbolic computation: Extending Stata by using the Maxima computer algebra system	Journal	Article	2015	1	1	English	STATA JOURNAL	45-76	32	1	WOS:000353664600003	Maxima is a free and open-source computer algebra system that can perform symbolic computations such as solving equations, determining derivatives of functions, obtaining Taylor series, and manipulating algebraic expressions. In this article, I present the Maxima Bridge System, which is a collection of software programs that allows Stata to interface with Maxima so that Maxima can be used for symbolic computation to transfer data from Stata to Maxima and to retrieve results from Maxima. The cooperation between Stata and Maxima provides an environment for statistical analysis in which symbolic computation can be easily used together with all the facilities supplied by Stata. In this environment, symbolic computation algorithms can be used to manage the complexity of algebra and calculus, whereas numerical computation can be used when speed matters. I also discuss the software architecture of the Maxima Bridge System, and I present several examples to illustrate how to develop new Stata commands that exploit the capabilities of Maxima.
2902116	WOS:000365975600001	CX8SX	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	MF Calculator: A Web-Based Application for Analyzing Similarity	Journal	Article	2015	5	1	English	JOURNAL OF STATISTICAL SOFTWARE	1-10	10	1	WOS:000365975600001	This paper presents the metric-frequency calculator (MF Calculator), an online application to analyze similarity. The MF Calculator implements a metric-frequency similarity algorithm for the quantitative assessment of similarity in ill-structured data sets. It is widely applicable as it can be used with nominal, ordinal, or interval data when there is little prior control over the variables to be observed regarding number or content. The MF Calculator generates a proximity matrix in CSV, XML or DOC format that can be used as input to traditional statistical techniques such as hierarchical clustering, additive trees, or multidimensional scaling. The MF Calculator also displays a graphical representation of outputs using additive similarity trees. A simulated example illustrates the implementation of the MF calculator. An additional example with real data is presented, in order to illustrate the potential of combining the MF Calculator with cluster analysis. The MF Calculator is a user-friendly tool available free of charge. It can be accessed from http : //mfcalculator.celiasales.org/Calculator.aspx, and it can be used by non-experts from a wide range of social sciences.
2909293	WOS:000349847700001	CB7ZN	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	Spatial Data Analysis with R-INLA with Some Extensions	Journal	Article	2015	1	1	English	JOURNAL OF STATISTICAL SOFTWARE	1-31	31	1	WOS:000349847700001	The integrated nested Laplace approximation (INLA) provides an interesting way of approximating the posterior marginals of a wide range of Bayesian hierarchical models. This approximation is based on conducting a Laplace approximation of certain functions and numerical integration is extensively used to integrate some of the models parameters out. The R-INLA package offers an interface to INLA, providing a suitable framework for data analysis. Although the INLA methodology can deal with a large number of models, only the most relevant have been implemented within R-INLA. However, many other important models are not available for R-INLA yet. In this paper we show how to fit a number of spatial models with R-INLA, including its interaction with other R packages for data analysis. Secondly, we describe a novel method to extend the number of latent models available for the model parameters. Our approach is based on conditioning on one or several model parameters and fit these conditioned models with R-INLA. Then these models are combined using Bayesian model averaging to provide the final approximations to the posterior marginals of the model. Finally, we show some examples of the application of this technique in spatial statistics. It is worth noting that our approach can be extended to a number of other fields, and not only spatial statistics.
2936579	WOS:000349847100001	CB7ZI	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	SPODT: An R Package to Perform Spatial Partitioning	Journal	Article	2015	1	1	English	JOURNAL OF STATISTICAL SOFTWARE	1-23	23	1	WOS:000349847100001	Spatial cluster detection is a classical question in epidemiology: Are cases located near other cases? In order to classify a study area into zones of different risks and determine their boundaries, we have developed a spatial partitioning method based on oblique de- cision trees, which is called spatial oblique decision tree (SpODT). This non-parametric method is based on the classification and regression tree (CART) approach introduced by Leo Breiman. Applied to epidemiological spatial data, the algorithm recursively searches among the coordinates for a threshold or a boundary between zones, so that the risks estimated in these zones are as different as possible. While the CART algorithm leads to rectangular zones, providing perpendicular splits of longitudes and latitudes, the SpODT algorithm provides oblique splitting of the study area, which is more appropriate and accu- rate for spatial epidemiology. Oblique decision trees can be considered as non-parametric regression models. Beyond the basic function, we have developed a set of functions that enable extended analyses of spatial data, providing: inference, graphical representations, spatio-temporal analysis, adjustments on covariates, spatial weighted partition, and the gathering of similar adjacent final classes. In this paper, we propose a new R package, SPODT, which provides an extensible set of functions for partitioning spatial and spatio- temporal data. The implementation and extensions of the algorithm are described. Func- tion usage examples are proposed, looking for clustering malaria episodes in Bandiagara, Mali, and samples showing three different cluster shapes.
2939491	WOS:000357431900013	CM1HM	2073-4859	2073485	NULL	NULL	NULL	NULL	NULL	The gridGraphics Package	Journal	Article	2015	6	1	English	R JOURNAL	151-162	12	1	WOS:000357431900013	The gridGraphics package provides a function, grid. echo(), that can be used to convert a plot drawn with the graphics package to a visually identical plot drawn using grid. This conversion provides access to a variety of grid tools for making customisations and additions to the plot that are not possible with the graphics package.
2941179	WOS:000353664600014	CG9UC	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	dynemp: A routine for distributed microdata analysis of business dynamics	Journal	Article	2015	1	1	English	STATA JOURNAL	247-274	28	1	WOS:000353664600014	In this article, we introduce a new command, dynemp, that implements a distributed microdata analysis of business and employment dynamics and firm demographics. As its data source, dynemp requires business registers or comparable firm- or establishment-level longitudinal databases that cover the (near-)universe of companies in all business sectors. Access to such confidential data is usually restricted, and the microlevel data cannot be brought together to a single platform for cross-country analysis. To solve this confidentiality problem while also maintaining a high level of harmonization of the key economic concepts, dynemp can be distributed in a network of researchers who have access to the national confidential microdata. This way, the rich firm-level employment dynamics can be analyzed from new angles (such as firm age and size), significantly expanding the scope of analyses relying only on more aggregated data.
2947870	WOS:000364359100007	CV6CU	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Fitting adjusted limited dependent variable mixture models to EQ-5D	Journal	Article	2015	1	1	English	Stata Journal	737-750	14	1	WOS:000364359100007	In this article, we describe the aldvmm command for fitting adjusted limited dependent variable mixture models to either UK or U.S. tariff EQ-5D data. We present and explain the command and postestimation command through examples. The aldvmm command requires use of Stas Kolenikov's simulated annealing package (simann()), which can be easily installed by typing net install simann pkg from(http://web.missouri.edu/-kolenikovs/stata).
2952842	WOS:000365982900001	CX8VR	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	Rmixmod: The R Package of the Model-Based Unsupervised, Supervised, and Semi-Supervised Classification Mixmod Library	Journal	Article	2015	10	1	English	JOURNAL OF STATISTICAL SOFTWARE	1-29	29	1	WOS:000365982900001	Mixmod is a well-established software package for fitting mixture models of multivariate Gaussian or multinomial probability distribution functions to a given dataset with either a clustering, a density estimation or a discriminant analysis purpose. The Rmixmod S4 package provides an interface from the R statistical computing environment to the C++ core library of Mixmod (mixmodLib). In this article, we give an overview of the model-based clustering and classification methods implemented, and we show how the R package Rmixmod can be used for clustering and discriminant analysis.
2961881	WOS:000357431900008	CM1HM	2073-4859	2073485	NULL	NULL	NULL	NULL	NULL	sae: An R Package for Small Area Estimation	Journal	Article	2015	6	1	English	R JOURNAL	81-98	18	1	WOS:000357431900008	We describe the R package sae for small area estimation. This package can be used to obtain model-based estimates for small areas based on a variety of models at the area and unit levels, along with basic direct and indirect estimates. Mean squared errors are estimated by analytical approximations in simple models and applying bootstrap procedures in more complex models. We describe the package functions and show how to use them through examples.
2970839	WOS:000352914400001	CF9VD	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	NHPoisson: An R Package for Fitting and Validating Nonhomogeneous Poisson Processes	Journal	Article	2015	3	1	English	JOURNAL OF STATISTICAL SOFTWARE	1-25	25	1	WOS:000352914400001	NHPoisson is an R package for the modeling of nonhomogeneous Poisson processes in one dimension. It includes functions for data preparation, maximum likelihood estimation, covariate selection and inference based on asymptotic distributions and simulation methods. It also provides specific methods for the estimation of Poisson processes resulting from a peak over threshold approach. In addition, the package supports a wide range of model validation tools and functions for generating nonhomogenous Poisson process trajectories. This paper is a description of the package and aims to help those interested in modeling data using nonhomogeneous Poisson processes.
2980147	WOS:000365973600001	CX8SD	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	The R Package groc for Generalized Regression on Orthogonal Components	Journal	Article	2015	5	1	English	JOURNAL OF STATISTICAL SOFTWARE	1-29	29	1	WOS:000365973600001	The R package groc for generalized regression on orthogonal components contains functions for the prediction of q responses using a set of p predictors. The primary building block is the grid algorithm used to search for components(projections of the data) which are most dependent on the response. The package offers flexibility in the choice of the dependence measure which can be user-de fined. The components are found sequentially. A first component is obtained and a smooth fit produces residuals. Then, a second component orthogonal to the first is found which is most dependent on the residuals, and so on. The package can handle models with more than one response. A panoply of models can be achieved through package groc : robust multiple or multivariate linear regression, nonparametric regression on orthogonal components, and classical or robust partial least squares models. Functions for predictions and cross-validation are available and helpful in model selection. The merit of a fit through cross-validation can be assessed with the predicted residual error sum of squares or the predicted residual error median absolute deviation which is more appropriate in the presence of outliers.
2993032	WOS:000357431900017	CM1HM	2073-4859	2073485	NULL	NULL	NULL	NULL	NULL	Estimability Tools for Package Developers	Journal	Article	2015	6	1	English	R JOURNAL	195-199	5	1	WOS:000357431900017	When a linear model is rank-deficient, then predictions based on that model become questionable because not all predictions are uniquely estimable. However, some of them are, and the estimability package provides tools that package developers can use to tell which is which. With the use of these tools, a model object's predict method could return estimable predictions as-is while flagging non-estimable ones in some way, so that the user can know which predictions to believe. The estimability package also provides, as a demonstration, an estimability-enhanced epredict method to use in place of predict for models fitted using the stats package.
2995273	WOS:000364359100015	CV6CU	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Model specification and bootstrapping for multiply imputed data: An application to count models for the frequency of alcohol use	Journal	Article	2015	1	1	English	Stata Journal	833-844	12	1	WOS:000364359100015	Stata's mi commands provide powerful tools to conduct multiple imputation in the presence of ignorable missing data. In this article, I present Stata code to extend the capabilities of the mi commands to address two areas of statistical inference where results are not easily aggregated across imputed datasets. First, mi commands are restricted to covariate selection. I show how to address model fit to correctly specify a model. Second, the mi commands readily aggregate model-based standard errors. I show how standard errors can be bootstrapped for situations where model assumptions may not be met. I illustrate model specification and bootstrapping on frequency counts for the number of times that alcohol was consumed in data with missing observations from a behavioral intervention.
2998469	WOS:000364359100009	CV6CU	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Estimating treatment effects for ordered outcomes using maximum simulated likelihood	Journal	Article	2015	1	1	English	Stata Journal	756-774	19	1	WOS:000364359100009	I present four new commands to estimate the effect of a binary endogenous treatment on an ordered outcome. Such models conventionally rely upon joint normality of the unobservables in treatment and outcome processes, as do treatoprobit and switchoprobit. In this article, I highlight the capabilities of treatoprobitsim and switchoprobitsim, which both use a latent-factor structure to model the joint distribution of the treatment and outcome and allow the researcher to relax the assumption of joint normality.
3000743	WOS:000357139500016	CL7GC	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Review of Alan Acock's A Gentle Introduction to Stata, Fourth Edition	Journal	Review	2015	1	1	English	STATA JOURNAL	588-593	6	1	WOS:000357139500016	In this article, I review A Gentle Introduction to Stata, Fourth Edition, by Alan Acock (2014 [Stata Press]).
3017794	WOS:000357431900011	CM1HM	2073-4859	2073485	NULL	NULL	NULL	NULL	NULL	Implementing Persistent O(1) Stacks and Queues in R	Journal	Article	2015	6	1	English	R JOURNAL	118-126	9	1	WOS:000357431900011	True to their functional roots, most R functions are side-effect-free, and users expect datatypes to be persistent. However, these semantics complicate the creation of efficient and dynamic data structures. Here, we describe the implementation of stack and queue data structures satisfying these conditions in R, available in the CRAN package rstackdeque. Guided by important work in purely functional languages, we look at both partially-and fully-persistent versions of queues, comparing their performance characteristics. Finally, we illustrate the usefulness of such dynamic structures with examples of generating and solving mazes.
3021683	WOS:000353664600012	CG9UC	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	A robust test for weak instruments in Stata	Journal	Article	2015	1	1	English	STATA JOURNAL	216-225	10	1	WOS:000353664600012	We introduce a routine, weakivtest, that implements the test for weak instruments by Montiel Olea and Pflueger (2013, Journal of Business and Economic Statistics 31: 358-369). weakivtest allows for errors that are not conditionally homoskedastic and serially uncorrelated. It extends the Stock and Yogo (2005, Testing for weak instruments in linear IV regression. In Identification and Inference for Econometric Models: Essays in Honor of Thomas Rothenberg, ed. D. W. K. Andrews and J. J. Stock, 80-108. [Cambridge University Press]) weak-instrument tests available in ivreg2 and in the ivregress postestimation command estat firststage. weakivtest tests the null hypothesis that instruments are weak or that the estimator's Nagar (1959, Econometrica 27: 575-595) bias is large relative to a benchmark for both two-stage least-squares estimation and limited-information maximum likelihood with one endogenous regressor. The routine can accommodate Eicker-Huber-White heteroskedasticity robust estimates, Newey and West (1987, Econometrica 55: 703-708) heteroskedasticity-and autocorrelation-consistent estimates, and clustered variance estimates.
3031833	WOS:000365980200001	CX8UR	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	MLGA: A SAS Macro to Compute Maximum Likelihood Estimators via Genetic Algorithms	Journal	Article	2015	8	1	English	JOURNAL OF STATISTICAL SOFTWARE	NULL	11	1	WOS:000365980200001	Nonlinear regression is usually implemented in SAS either by using PROC NLIN or PROC NLMIXED. Apart from the model structure, initial values need to be specified for each parameter. And after some convergence criteria are fulfilled, the second order conditions need to be analyzed. But numerical problems are expected to appear in case the likelihood is nearly discontinuous, has plateaus, multiple maxima, or the initial values are distant from the true parameter estimates. The usual solution consists of using a grid, and then choosing the set of parameters reporting the highest log-likelihood. However, if the amount of parameters or grid points is large, the computational burden will be excessive. Furthermore, there is no guarantee that, as the number of grid points increases, an equal or better set of points will be found. Genetic algorithms can overcome these problems by replicating how nature optimizes its processes. The MLGA macro is presented; it solves a maximum likelihood estimation problem under normality through PROC GA, and the resulting values can later be used as the starting values in SAS nonlinear procedures. As will be demonstrated, this macro can avoid the usual trial and error approach that is needed when convergence problems arise. Finally, it will be shown how this macro can deal with complicated restrictions involving multiple parameters.
3038640	WOS:000365975500001	CX8SW	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	LazySorted: A Lazily, Partially Sorted Python List	Journal	Article	2015	5	1	English	JOURNAL OF STATISTICAL SOFTWARE	1-10	10	1	WOS:000365975500001	LazySorted is a Python C extension implementing a partially and lazily sorted list data structure. It solves a common problem faced by programmers, in which they need just part of a sorted list, like its middle element (the median), but sort the entire list to get it. LazySorted presents them with the abstraction that they are working with a fully sorted list, while actually only sorting the list partially with quicksort partitions to return the requested sub-elements. This enables programmers to use naive "sort first" algorithms but nonetheless attain linear run-times when possible. LazySorted may serve as a drop-in replacement for the built-in sorted function in most cases, and can sometimes achieve run-times more than 7 times faster.
3040887	WOS:000353664600005	CG9UC	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Generating univariate and multivariate nonnormal data	Journal	Article	2015	1	1	English	STATA JOURNAL	95-109	15	1	WOS:000353664600005	Because the assumption of normality is common in statistics, the robustness of statistical procedures to the violation of the normality assumption is often of interest. When one examines the impact of the violation of the normality assumption, it is important to simulate data from a nonnormal distribution with varying degrees of skewness and kurtosis. Fleishman (1978, Psychometrika 43: 521-532) developed a method to simulate data from a univariate distribution with specific values for the skewness and kurtosis. Vale and Maurelli (1983, Psychometrika 48: 465-471) extended Fleishman's method to simulate data from a multivariate nonnormal distribution. In this article, I briefly introduce these two methods and present two new commands, rnonnormal and rmvnonnormal, for simulating data from the univariate and multivariate nonnormal distributions.
3042001	WOS:000365981400001	CX8VD	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	Fitting Linear Mixed-Effects Models Using lme4	Journal	Article	2015	10	1	English	JOURNAL OF STATISTICAL SOFTWARE	1-48	48	1	WOS:000365981400001	Maximum likelihood or restricted maximum likelihood (REML) estimates of the parameters in linear mixed-effects models can be determined using the lmer function in the lme4 package for R. As for most model-fitting functions in R, the model is described in an lmer call by a formula, in this case including both fixed- and random-effects terms. The formula and data together determine a numerical representation of the model from which the profiled deviance or the profiled REML criterion can be evaluated as a function of some of the model parameters. The appropriate criterion is optimized, using one of the constrained optimization functions in R, to provide the parameter estimates. We describe the structure of the model, the steps in evaluating the profiled deviance or REML criterion, and the structure of classes or types that represents such a model. Sufficient detail is included to allow specialization of these structures by users who wish to write functions to fit specialized linear mixed models, such as models incorporating pedigrees or smoothing splines, that are not easily expressible in the formula language used by lmer.
3051129	WOS:000365983900001	CX8WA	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	sanon: An R Package for Stratified Analysis with Nonparametric Covariable Adjustment	Journal	Article	2015	10	1	English	JOURNAL OF STATISTICAL SOFTWARE	1-37	37	1	WOS:000365983900001	Kawaguchi, Koch, and Wang (2011) provide methodology and applications for a stratified Mann-Whitney estimator that addresses the same comparison between two randomized groups for a strictly ordinal response variable as the van Elteren test statistic for randomized clinical trials with strata. The sanon package provides the implementation of the method within the R programming environment. The usage of sanon is illustrated with five examples. The first example is a randomized clinical trial with eight strata and a univariate ordinal response variable. The second example is a randomized clinical trial with four strata, two covariables, and four ordinal response variables. The third example is a crossover design randomized clinical trial with two strata, one covariable, and two ordinal response variables. The fourth example is a randomized clinical trial with seven strata (which are managed as a categorical covariable), three ordinal covariables with missing values, and three ordinal response variables with missing values. The fifth example is a randomized clinical trial with six strata, a categorical covariable with three levels, and three ordinal response variables with missing values.
3058163	WOS:000353664600010	CG9UC	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Estimating net survival using a life-table approach	Journal	Article	2015	1	1	English	STATA JOURNAL	173-185	13	1	WOS:000353664600010	Cancer registries are often interested in estimating net survival (NS), the probability of survival if the cancer under study is the only possible cause of death. Pohar Perme, Stare, and Esteve (2012, Biometrics 68: 113-120) proposed a new estimator of NS based on inverse probability weighting. They demonstrated that existing estimators of NS based on relative survival were biased, whereas the new estimator was unbiased. The new estimator was developed for continuous survival times, yet cancer registries often have only discrete survival times (for example, survival time in completed months or years). Therefore, we propose an approach to estimation for when survival times are discrete. In this article, we describe the stnet command for life-table estimation of NS, adapting the Pohar Perme estimation approach to life-table estimation. Estimates can be made using a period or hybrid approach in addition to the traditional cohort (or complete) approach, and age-standardized survival estimates are available.
3067415	WOS:000357139500011	CL7GC	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	gpsbound: A command for importing and verifying geographical information from a user-provided shapefile	Journal	Article	2015	1	1	English	STATA JOURNAL	523-536	14	1	WOS:000357139500011	Geographical coordinates such as Global Positioning System (GPS) latitude and longitude estimates form the foundation of many spatial statistical methods. gpsbound allows users to 1) import geographical information from the attribute table of a polygon shapefile based on the identified location of GPS coordinates in a Stata dataset, and 2) check whether the GPS coordinates lie within the bounds of a polygon demarcated in the shapefile (for example, enumeration areas or primary sampling units). gpsbound also allows users to work with spatial data in Stata without the use of Geographical Information System software.
3068810	WOS:000365974200001	CX8SJ	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	The VGAM Package for Capture-Recapture Data Using the Conditional Likelihood	Journal	Article	2015	5	1	English	JOURNAL OF STATISTICAL SOFTWARE	1-33	33	1	WOS:000365974200001	It is well known that using individual covariate information (such as body weight or gender) to model heterogeneity in capture-recapture (CR) experiments can greatly enhance inferences on the size of a closed population. Since individual covariates are only observable for captured individuals, complex conditional likelihood methods are usually required and these do not constitute a standard generalized linear model (GLM) family. Modern statistical techniques such as generalized additive models (GAMs), which allow a relaxing of the linearity assumptions on the covariates, are readily available for many standard GLM families. Fortunately, a natural statistical framework for maximizing conditional likelihoods is available in the Vector GLM and Vector GAM classes of models. We present several new R functions (implemented within the VGAM package) specifically developed to allow the incorporation of individual covariates in the analysis of closed population CR data using a GLM/GAM-like approach and the conditional likelihood. As a result, a wide variety of practical tools are now readily available in the VGAM object oriented framework. We discuss and demonstrate their advantages, features and flexibility using the new VGAM CR functions on several examples.
3075348	WOS:000352916200001	CF9VV	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	GPfit: An R Package for Fitting a Gaussian Process Model to Deterministic Simulator Outputs	Journal	Article	2015	3	1	English	JOURNAL OF STATISTICAL SOFTWARE	1-23	23	1	WOS:000352916200001	Gaussian process (GP) models are commonly used statistical metamodels for emulating expensive computer simulators. Fitting a GP model can be numerically unstable if any pair of design points in the input space are close together. Hanjan, Haynes, and Karsten (2011) proposed a computationally stable approach for fitting GP models to deterministic computer simulators. They used a genetic algorithm based approach that is robust but computationally intensive for maximizing the likelihood. This paper implements a slightly modified version of the model proposed by Ranjan el al. (2011) in the R package GPfit. A novel parameterization of the spatial correlation function and a clustering based multistart gradient based optimization algorithm yield robust optimization that is typically faster than the genetic algorithm based approach. We present two examples with R codes to illustrate the usage of the main functions in GPfit. Several test functions are used for performance comparison with the popular R package mlegp. We also use GPfit for a real application, i.e., for emulating the tidal kinetic energy model for the Bay of Fundy, Nova Scotia, Canada. GPfit is free software and distributed under the General Public License and available from the Comprehensive R Archive Network.
3094446	WOS:000357139500002	CL7GC	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	A menu-driven facility for sample-size calculation in multiarm, multistage randomized controlled trials with time-to-event outcomes: Update	Journal	Article	2015	1	1	English	STATA JOURNAL	350-368	19	1	WOS:000357139500002	Barthel, Royston, and Parmar (2009, Stata Journal 9: 505-523) presented a menu-driven Stata program for calculating sample size and other design characteristics for a class of multiarm, multistage trials with time-to-event outcomes. In this article, we present several new features for the package. First, we allow hazard ratios greater than 1 to be targeted under the alternative hypothesis to make the design more widely applicable to other outcomes and disease areas. Second, we introduce new subroutines that use simulation to more accurately estimate the correlation between treatment effects at different stages and that calculate the familywise error rate, and we apply them to an example using the original design of the multiarm, multistage trial in prostate cancer. Finally,. we present a new design of the dialog menu for nstage that improves its usability and incorporates options for calling the new subroutines.
3117082	WOS:000357431900009	CM1HM	2073-4859	2073485	NULL	NULL	NULL	NULL	NULL	showtext: Using System Fonts in R Graphics	Journal	Article	2015	6	1	English	R JOURNAL	99-108	10	1	WOS:000357431900009	This article introduces the showtext package that makes it easy to use system fonts in R graphics. Unlike other methods to embed fonts into graphics, showtext converts text into raster images or polygons, and then adds them to the plot canvas. This method produces platform-independent image files that do not rely on the fonts that create them. It supports a large number of font formats and R graphics devices, and meanwhile provides convenient features such as using web fonts and integrating with knitr. This article provides an elaborate introduction to the showtext package, including its design, usage, and examples.
3129381	WOS:000365974700001	CX8SO	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	DTR: An R Package for Estimation and Comparison of Survival Outcomes of Dynamic Treatment Regimes	Journal	Article	2015	5	1	English	JOURNAL OF STATISTICAL SOFTWARE	1-28	28	1	WOS:000365974700001	Sequentially randomized designs, more recently known as sequential multiple assignment randomized trial (SMART) designs, are widely used in biomedical research, particlularly in clinically trials, to assess and compare the effects of various treatment sequences. In such designs, patients are initially randomized to one of the first-stage therapies. Then patients meeting some criteria (e.g., no relapse of disease) participate in the second-stage randomized to one of the second-stage therapies. The advantage of such a design is that it allows the investiator to study various treatment sequences where the patients second-stage therapies can be adjusted based on their responses to the first-stage therapies. In the past few years, substantial improvement has been made in the statitical methods for analysing the data from SMARTs. Much of the proposed statitical approaches focus on estimating and comparing the survival outcomes of treatment sequences embedded in the SMART designs. In this article, we introduce the R package DTR, which provides a set of functions that can be used to estimate and compare the effects of different treatment sequences on survival outcomes using the newly proposed statistical approaches. The proposed package is also illustrated using simulated data from SMARTs.
3141561	WOS:000352911200001	CF9UB	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	fitdistrplus: An R Package for Fitting Distributions	Journal	Article	2015	2	1	English	JOURNAL OF STATISTICAL SOFTWARE	1-34	34	1	WOS:000352911200001	The package fitdistrplus provides functions for fitting univariate distributions to different types of data (continuous censored or non-censored data and discrete data) and allowing different estimation methods (maximum likelihood, moment matching, quantile matching and maximum goodness-of-fit estimation). Outputs of fitdist and fitdistcens functions are S3 objects, for which kind generic methods are provided, including summary, plot and quantile. This package also provides various functions to compare the fit of several distributions to a same data set and can handle bootstrap of parameter estimates. Detailed examples are given in food risk assessment, ecotoxicology and insurance contexts.
3149503	WOS:000349846400001	CB7ZB	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	geoCount: An R Package for the Analysis of Geostatistical Count Data	Journal	Article	2015	1	1	English	JOURNAL OF STATISTICAL SOFTWARE	1-33	33	1	WOS:000349846400001	We describe the R package geo Count for the analysis of geostatistical count data. The package performs Bayesian analysis for the Poisson-lognormal and binomial- logitnormal spatial models, which are subclasses of the class of generalized linear spatial models proposed by Diggle, Tawn, and Moyeed (1998). The package implements the computational intensive tasks in C++ using an R/C++ interface, and has parallel computation capabilities to speed up the computations. geoCount also implements group updating, LangevinHastings algorithms and a data-based parameterization, algorithmic approaches proposed by Christensen, Roberts, and Skold (2006) to improve the efficiency of the Markov chain Monte Carlo algorithms. In addition, the package includes functions for simulation and visualization, as well as three geostatistical count datasets taken from the literature. One of those is used to illustrate the package capabilities. Finally, we provide a side-by-side comparison between geoCount and the R packages geoRglm and INLA
